G,F,P,category,type,sector,score,classification,desc
4,4,3,Projet/Programme,Commercial,Startup,48,Moyen,
2,5,1,Qualité,Cyber & SSI,Innovation,10,Faible,
4,4,2,Industriel,Technique,Mobilité et Transport,32,Moyen,
5,4,3,Projet/Programme,Technique,Mobilité et Transport,60,Eleve,
5,4,5,Projet/Programme,Technique,ETI,100,Eleve,
3,3,1,Projet/Programme,Commercial,ETI,9,Faible,
2,1,4,Industriel,Cyber & SSI,Mobilité et Transport,8,Faible,
1,5,4,Projet/Programme,Commercial,Technologie,20,Faible,
4,5,2,Projet/Programme,Cyber & SSI,Innovation,40,Moyen,
1,4,5,Qualité,Technique,Agriculture,20,Faible,
3,5,2,Qualité,Cyber & SSI,Technologie,30,Moyen,
4,3,2,Industriel,Technique,Innovation,24,Faible,
3,1,1,Industriel,Commercial,Innovation,3,Faible,
1,4,4,Qualité,Commercial,Agriculture,16,Faible,
4,5,2,Qualité,Cyber & SSI,Startup,40,Moyen,
4,3,2,Industriel,Technique,Technologie,24,Faible,
4,4,5,Industriel,Commercial,TPE,80,Eleve,
1,1,1,Qualité,Cyber & SSI,ETI,1,Faible,
4,4,4,Industriel,Technique,ETI,64,Eleve,
4,3,3,Industriel,Financier,Innovation,36,Moyen,
4,1,5,Projet/Programme,Technique,Innovation,20,Faible,
2,5,4,Industriel,Financier,Mobilité et Transport,40,Moyen,
2,3,1,Industriel,Technique,Agriculture,6,Faible,
5,4,1,Projet/Programme,Commercial,ETI,20,Faible,
2,5,2,Projet/Programme,Technique,ETI,20,Faible,
4,5,5,Projet/Programme,Cyber & SSI,Technologie,100,Eleve,
3,5,4,Industriel,Commercial,TPE,60,Eleve,
2,5,2,Industriel,Technique,Technologie,20,Faible,
5,3,2,Projet/Programme,Cyber & SSI,Mobilité et Transport,30,Moyen,
3,1,3,Projet/Programme,Technique,PME,9,Faible,
4,4,5,Qualité,Cyber & SSI,PME,80,Eleve,
4,1,5,Industriel,Commercial,Startup,20,Faible,
5,4,2,Industriel,Commercial,Mobilité et Transport,40,Moyen,
5,2,2,Qualité,Commercial,Agriculture,20,Faible,
5,5,5,Industriel,Commercial,Mobilité et Transport,125,Eleve,
5,5,2,Industriel,Financier,PME,50,Moyen,
4,1,5,Industriel,Financier,Agriculture,20,Faible,
5,2,4,Industriel,Cyber & SSI,ETI,40,Moyen,
4,2,4,Industriel,Cyber & SSI,Startup,32,Moyen,
4,5,2,Industriel,Technique,Agriculture,40,Moyen,
1,4,4,Qualité,Technique,PME,16,Faible,
4,2,5,Projet/Programme,Cyber & SSI,Technologie,40,Moyen,
1,5,4,Industriel,Commercial,Startup,20,Faible,
4,4,1,Projet/Programme,Technique,Technologie,16,Faible,
5,5,5,Qualité,Financier,TPE,125,Eleve,
1,5,4,Projet/Programme,Cyber & SSI,ETI,20,Faible,
3,4,2,Projet/Programme,Commercial,Startup,24,Faible,
1,2,3,Qualité,Financier,Mobilité et Transport,6,Faible,
2,1,4,Industriel,Financier,Technologie,8,Faible,
5,4,3,Industriel,Financier,Mobilité et Transport,60,Eleve,
4,4,3,Projet/Programme,Technique,Agriculture,48,Moyen,
4,4,1,Projet/Programme,Cyber & SSI,Innovation,16,Faible,
4,5,2,Industriel,Commercial,Technologie,40,Moyen,
4,5,5,Qualité,Cyber & SSI,PME,100,Eleve,
1,1,4,Projet/Programme,Commercial,Agriculture,4,Faible,
3,4,5,Projet/Programme,Cyber & SSI,Agriculture,60,Eleve,
5,5,4,Qualité,Financier,Innovation,100,Eleve,
4,1,2,Qualité,Cyber & SSI,Innovation,8,Faible,
1,5,5,Qualité,Commercial,TPE,25,Faible,
1,5,4,Qualité,Technique,Startup,20,Faible,
4,4,5,Projet/Programme,Financier,Innovation,80,Eleve,
3,5,2,Projet/Programme,Financier,TPE,30,Moyen,
4,4,4,Qualité,Cyber & SSI,Innovation,64,Eleve,
4,4,5,Industriel,Commercial,Mobilité et Transport,80,Eleve,
4,5,2,Qualité,Technique,Technologie,40,Moyen,
1,4,3,Qualité,Commercial,Innovation,12,Faible,
5,5,2,Industriel,Technique,TPE,50,Moyen,
4,1,2,Projet/Programme,Technique,Technologie,8,Faible,
5,1,5,Projet/Programme,Cyber & SSI,Agriculture,25,Faible,
4,4,4,Projet/Programme,Financier,Mobilité et Transport,64,Eleve,
5,4,4,Projet/Programme,Cyber & SSI,PME,80,Eleve,
4,2,5,Qualité,Financier,Mobilité et Transport,40,Moyen,
4,4,2,Projet/Programme,Cyber & SSI,Startup,32,Moyen,
2,4,2,Qualité,Technique,Innovation,16,Faible,
1,2,2,Projet/Programme,Financier,Startup,4,Faible,
3,5,2,Projet/Programme,Financier,ETI,30,Moyen,
1,5,2,Industriel,Technique,PME,10,Faible,
4,4,3,Industriel,Financier,Mobilité et Transport,48,Moyen,
3,4,4,Qualité,Commercial,Mobilité et Transport,48,Moyen,
4,5,2,Industriel,Financier,Innovation,40,Moyen,
5,4,5,Industriel,Technique,PME,100,Eleve,
1,4,4,Qualité,Cyber & SSI,Agriculture,16,Faible,
4,5,4,Projet/Programme,Financier,Technologie,80,Eleve,
5,4,2,Industriel,Commercial,TPE,40,Moyen,
5,5,4,Projet/Programme,Commercial,Technologie,100,Eleve,
4,2,1,Qualité,Financier,PME,8,Faible,
5,4,1,Industriel,Cyber & SSI,Agriculture,20,Faible,
2,5,4,Industriel,Cyber & SSI,ETI,40,Moyen,
2,4,1,Qualité,Technique,Innovation,8,Faible,
4,3,2,Industriel,Cyber & SSI,Technologie,24,Faible,
5,4,4,Projet/Programme,Technique,Startup,80,Eleve,
4,2,2,Industriel,Technique,ETI,16,Faible,
1,4,3,Projet/Programme,Commercial,Technologie,12,Faible,
2,3,1,Projet/Programme,Financier,PME,6,Faible,
5,1,1,Industriel,Cyber & SSI,PME,5,Faible,
1,5,3,Qualité,Financier,Innovation,15,Faible,
3,4,5,Qualité,Technique,Agriculture,60,Eleve,
5,5,1,Projet/Programme,Technique,Innovation,25,Faible,
4,4,3,Industriel,Technique,Innovation,48,Moyen,
5,3,2,Industriel,Technique,Technologie,30,Moyen,
1,5,2,Projet/Programme,Technique,Technologie,10,Faible,
4,4,5,Industriel,Cyber & SSI,Startup,80,Eleve,
4,4,1,Qualité,Financier,Innovation,16,Faible,
4,5,2,Projet/Programme,Cyber & SSI,Startup,40,Moyen,
5,2,3,Qualité,Financier,ETI,30,Moyen,
1,2,5,Industriel,Financier,Innovation,10,Faible,
2,2,2,Industriel,Technique,Agriculture,8,Faible,
5,3,5,Industriel,Technique,ETI,75,Eleve,
4,5,4,Projet/Programme,Financier,ETI,80,Eleve,
4,5,3,Projet/Programme,Financier,Mobilité et Transport,60,Eleve,
4,2,2,Projet/Programme,Financier,Startup,16,Faible,
2,5,1,Qualité,Commercial,Startup,10,Faible,
4,5,5,Industriel,Cyber & SSI,Innovation,100,Eleve,
5,4,2,Projet/Programme,Commercial,ETI,40,Moyen,
2,4,2,Qualité,Financier,Agriculture,16,Faible,
4,2,2,Qualité,Financier,ETI,16,Faible,
2,4,1,Projet/Programme,Technique,Startup,8,Faible,
5,5,1,Qualité,Cyber & SSI,TPE,25,Faible,
4,4,4,Qualité,Cyber & SSI,Agriculture,64,Eleve,
5,2,2,Industriel,Commercial,ETI,20,Faible,
3,2,4,Projet/Programme,Commercial,PME,24,Faible,
5,1,4,Qualité,Financier,TPE,20,Faible,
1,1,4,Projet/Programme,Financier,ETI,4,Faible,
3,5,4,Projet/Programme,Commercial,Agriculture,60,Eleve,
4,2,1,Industriel,Financier,Technologie,8,Faible,
4,4,4,Qualité,Financier,Agriculture,64,Eleve,
1,2,1,Qualité,Commercial,Mobilité et Transport,2,Faible,
4,4,4,Industriel,Cyber & SSI,Innovation,64,Eleve,
1,4,5,Industriel,Commercial,Agriculture,20,Faible,
5,3,3,Industriel,Financier,Agriculture,45,Moyen,
2,2,4,Projet/Programme,Technique,TPE,16,Faible,
5,4,5,Industriel,Financier,TPE,100,Eleve,
4,2,4,Projet/Programme,Cyber & SSI,ETI,32,Moyen,
1,2,4,Projet/Programme,Cyber & SSI,Mobilité et Transport,8,Faible,
4,5,4,Projet/Programme,Cyber & SSI,PME,80,Eleve,
2,2,4,Projet/Programme,Financier,PME,16,Faible,
4,5,4,Industriel,Cyber & SSI,Technologie,80,Eleve,
4,5,2,Industriel,Commercial,Mobilité et Transport,40,Moyen,
4,1,5,Industriel,Cyber & SSI,Mobilité et Transport,20,Faible,
4,5,2,Projet/Programme,Technique,Technologie,40,Moyen,
1,5,1,Projet/Programme,Commercial,ETI,5,Faible,
5,4,4,Industriel,Commercial,ETI,80,Eleve,
5,5,4,Projet/Programme,Financier,PME,100,Eleve,
3,4,4,Qualité,Cyber & SSI,Agriculture,48,Moyen,
2,3,5,Projet/Programme,Financier,Technologie,30,Moyen,
2,5,3,Industriel,Technique,Startup,30,Moyen,
4,2,4,Industriel,Technique,Technologie,32,Moyen,
2,3,2,Qualité,Technique,Technologie,12,Faible,
2,5,2,Projet/Programme,Technique,TPE,20,Faible,
5,4,4,Industriel,Commercial,PME,80,Eleve,
5,3,4,Industriel,Financier,Innovation,60,Eleve,
3,4,2,Projet/Programme,Commercial,TPE,24,Faible,
2,5,4,Qualité,Cyber & SSI,Mobilité et Transport,40,Moyen,
4,2,1,Qualité,Commercial,Mobilité et Transport,8,Faible,
5,2,5,Industriel,Financier,Technologie,50,Moyen,
3,4,2,Projet/Programme,Commercial,TPE,24,Faible,
4,4,2,Qualité,Commercial,Technologie,32,Moyen,
5,5,3,Industriel,Commercial,Startup,75,Eleve,
3,5,4,Industriel,Technique,PME,60,Eleve,
1,5,1,Qualité,Cyber & SSI,Innovation,5,Faible,
4,1,4,Industriel,Cyber & SSI,Agriculture,16,Faible,
3,4,4,Projet/Programme,Cyber & SSI,TPE,48,Moyen,
5,2,4,Industriel,Cyber & SSI,PME,40,Moyen,
2,2,4,Industriel,Commercial,Mobilité et Transport,16,Faible,
1,1,2,Projet/Programme,Technique,TPE,2,Faible,
4,4,4,Qualité,Cyber & SSI,Startup,64,Eleve,
4,4,1,Qualité,Technique,Agriculture,16,Faible,
3,4,3,Industriel,Commercial,Startup,36,Moyen,
5,4,2,Projet/Programme,Cyber & SSI,Agriculture,40,Moyen,
4,1,3,Projet/Programme,Technique,Technologie,12,Faible,
4,4,5,Industriel,Cyber & SSI,Mobilité et Transport,80,Eleve,
4,4,1,Projet/Programme,Commercial,TPE,16,Faible,
5,3,4,Industriel,Commercial,Agriculture,60,Eleve,
4,4,5,Industriel,Commercial,ETI,80,Eleve,
1,3,2,Projet/Programme,Technique,Agriculture,6,Faible,
2,2,1,Qualité,Technique,Innovation,4,Faible,
3,1,1,Industriel,Commercial,Innovation,3,Faible,
1,4,4,Projet/Programme,Cyber & SSI,Innovation,16,Faible,
4,4,5,Industriel,Financier,PME,80,Eleve,
5,1,5,Industriel,Cyber & SSI,Mobilité et Transport,25,Faible,
2,1,2,Industriel,Commercial,PME,4,Faible,
5,4,2,Projet/Programme,Technique,ETI,40,Moyen,
5,4,3,Projet/Programme,Cyber & SSI,Startup,60,Eleve,
2,5,5,Projet/Programme,Cyber & SSI,Startup,50,Moyen,
4,2,4,Qualité,Financier,Innovation,32,Moyen,
2,4,4,Industriel,Financier,ETI,32,Moyen,
4,5,1,Industriel,Financier,Startup,20,Faible,
5,5,3,Industriel,Commercial,Technologie,75,Eleve,
1,4,4,Qualité,Cyber & SSI,Startup,16,Faible,
1,4,1,Qualité,Technique,Innovation,4,Faible,
4,4,2,Qualité,Cyber & SSI,ETI,32,Moyen,
3,2,3,Industriel,Commercial,Agriculture,18,Faible,
2,5,1,Projet/Programme,Technique,TPE,10,Faible,
4,2,1,Industriel,Financier,Startup,8,Faible,
1,5,4,Qualité,Commercial,ETI,20,Faible,
4,2,5,Industriel,Financier,Agriculture,40,Moyen,
4,4,4,Projet/Programme,Cyber & SSI,Mobilité et Transport,64,Eleve,
2,4,4,Qualité,Commercial,Agriculture,32,Moyen,
2,5,4,Industriel,Commercial,Technologie,40,Moyen,
4,4,1,Projet/Programme,Technique,TPE,16,Faible,
1,4,3,Qualité,Technique,Startup,12,Faible,
1,4,3,Qualité,Technique,Startup,12,Faible,
3,2,1,Qualité,Financier,Technologie,6,Faible,
2,4,5,Projet/Programme,Financier,ETI,40,Moyen,
2,5,2,Projet/Programme,Technique,Innovation,20,Faible,
2,4,4,Projet/Programme,Cyber & SSI,PME,32,Moyen,
5,3,5,Projet/Programme,Financier,Innovation,75,Eleve,
2,2,4,Projet/Programme,Commercial,TPE,16,Faible,
4,3,4,Industriel,Cyber & SSI,Technologie,48,Moyen,
2,4,4,Projet/Programme,Commercial,Startup,32,Moyen,
2,5,4,Industriel,Financier,TPE,40,Moyen,
4,3,4,Projet/Programme,Cyber & SSI,Startup,48,Moyen,
4,5,3,Industriel,Commercial,PME,60,Eleve,
3,5,5,Industriel,Technique,Startup,75,Eleve,
3,4,2,Qualité,Technique,ETI,24,Faible,
4,5,4,Industriel,Cyber & SSI,Innovation,80,Eleve,
2,1,5,Industriel,Financier,TPE,10,Faible,
4,4,5,Industriel,Commercial,Agriculture,80,Eleve,
4,3,4,Qualité,Financier,PME,48,Moyen,
5,5,2,Industriel,Technique,Startup,50,Moyen,
3,4,1,Industriel,Commercial,ETI,12,Faible,
2,2,5,Projet/Programme,Financier,Innovation,20,Faible,
2,4,1,Qualité,Technique,Agriculture,8,Faible,
5,1,4,Industriel,Financier,PME,20,Faible,
5,5,4,Qualité,Financier,Innovation,100,Eleve,
5,5,4,Industriel,Commercial,ETI,100,Eleve,
3,4,4,Projet/Programme,Commercial,TPE,48,Moyen,
1,2,5,Qualité,Cyber & SSI,Agriculture,10,Faible,
2,4,5,Qualité,Financier,TPE,40,Moyen,
2,4,2,Industriel,Technique,Mobilité et Transport,16,Faible,
1,5,2,Projet/Programme,Commercial,Mobilité et Transport,10,Faible,
5,3,2,Projet/Programme,Cyber & SSI,PME,30,Moyen,
4,3,4,Projet/Programme,Financier,PME,48,Moyen,
1,5,5,Industriel,Commercial,Technologie,25,Faible,
5,5,1,Industriel,Technique,PME,25,Faible,
2,5,2,Qualité,Technique,ETI,20,Faible,
1,4,4,Projet/Programme,Commercial,Innovation,16,Faible,
2,4,2,Industriel,Technique,PME,16,Faible,
4,1,2,Projet/Programme,Financier,Agriculture,8,Faible,
2,5,4,Qualité,Commercial,TPE,40,Moyen,
1,1,2,Projet/Programme,Financier,Technologie,2,Faible,
4,4,5,Industriel,Technique,PME,80,Eleve,
2,4,3,Qualité,Technique,Technologie,24,Faible,
4,1,5,Industriel,Commercial,Technologie,20,Faible,
5,4,5,Qualité,Commercial,Startup,100,Eleve,
2,5,4,Qualité,Technique,ETI,40,Moyen,
4,4,5,Industriel,Cyber & SSI,PME,80,Eleve,
5,3,4,Projet/Programme,Cyber & SSI,PME,60,Eleve,
5,4,4,Industriel,Cyber & SSI,Innovation,80,Eleve,
5,4,4,Projet/Programme,Technique,Startup,80,Eleve,
5,4,4,Industriel,Technique,TPE,80,Eleve,
4,4,3,Qualité,Cyber & SSI,Technologie,48,Moyen,
1,4,4,Industriel,Commercial,Technologie,16,Faible,
4,5,3,Qualité,Technique,Technologie,60,Eleve,
3,1,2,Projet/Programme,Commercial,Agriculture,6,Faible,
5,2,4,Industriel,Cyber & SSI,TPE,40,Moyen,
4,4,2,Industriel,Technique,Agriculture,32,Moyen,
2,4,1,Industriel,Technique,Agriculture,8,Faible,
4,1,5,Industriel,Cyber & SSI,Innovation,20,Faible,
5,4,3,Qualité,Cyber & SSI,Mobilité et Transport,60,Eleve,
2,1,3,Projet/Programme,Technique,Technologie,6,Faible,
5,1,2,Qualité,Cyber & SSI,TPE,10,Faible,
5,3,5,Industriel,Technique,ETI,75,Eleve,
5,2,5,Projet/Programme,Cyber & SSI,TPE,50,Moyen,
5,3,5,Industriel,Financier,TPE,75,Eleve,
3,4,2,Industriel,Technique,PME,24,Faible,
4,4,4,Industriel,Cyber & SSI,Innovation,64,Eleve,
2,4,5,Qualité,Cyber & SSI,Innovation,40,Moyen,
4,3,2,Industriel,Financier,PME,24,Faible,
5,1,1,Projet/Programme,Financier,Mobilité et Transport,5,Faible,
4,1,2,Projet/Programme,Financier,Mobilité et Transport,8,Faible,
5,4,4,Industriel,Commercial,Innovation,80,Eleve,
1,4,1,Qualité,Commercial,TPE,4,Faible,
4,2,3,Projet/Programme,Financier,ETI,24,Faible,
5,4,2,Industriel,Financier,Innovation,40,Moyen,
5,3,4,Industriel,Financier,Startup,60,Eleve,
4,2,4,Qualité,Financier,Technologie,32,Moyen,
2,1,1,Qualité,Technique,Technologie,2,Faible,
4,1,4,Industriel,Financier,TPE,16,Faible,
1,5,5,Qualité,Financier,PME,25,Faible,
5,4,1,Industriel,Technique,Mobilité et Transport,20,Faible,
4,1,4,Industriel,Cyber & SSI,ETI,16,Faible,
3,2,2,Industriel,Commercial,ETI,12,Faible,
4,2,4,Qualité,Commercial,Mobilité et Transport,32,Moyen,
4,2,3,Projet/Programme,Financier,ETI,24,Faible,
3,4,5,Industriel,Financier,ETI,60,Eleve,
4,2,4,Qualité,Financier,PME,32,Moyen,
5,5,3,Industriel,Financier,ETI,75,Eleve,
5,5,2,Industriel,Financier,Startup,50,Moyen,
3,4,1,Qualité,Technique,Startup,12,Faible,
3,2,4,Industriel,Technique,TPE,24,Faible,
4,4,1,Qualité,Cyber & SSI,PME,16,Faible,
4,4,3,Qualité,Financier,ETI,48,Moyen,
3,4,1,Qualité,Technique,Technologie,12,Faible,
5,5,2,Industriel,Commercial,Agriculture,50,Moyen,
5,4,1,Industriel,Technique,Agriculture,20,Faible,
2,2,5,Projet/Programme,Financier,Technologie,20,Faible,
4,5,4,Projet/Programme,Cyber & SSI,PME,80,Eleve,
2,5,3,Projet/Programme,Financier,Innovation,30,Moyen,
4,2,5,Industriel,Commercial,Startup,40,Moyen,
4,2,5,Projet/Programme,Technique,ETI,40,Moyen,
2,5,4,Projet/Programme,Technique,Innovation,40,Moyen,
4,4,2,Industriel,Financier,TPE,32,Moyen,
2,4,4,Industriel,Financier,Innovation,32,Moyen,
2,4,5,Qualité,Commercial,TPE,40,Moyen,
3,2,3,Projet/Programme,Commercial,Agriculture,18,Faible,
4,5,4,Industriel,Technique,ETI,80,Eleve,
5,5,2,Industriel,Commercial,Agriculture,50,Moyen,
5,2,5,Projet/Programme,Cyber & SSI,ETI,50,Moyen,
1,5,4,Projet/Programme,Cyber & SSI,Mobilité et Transport,20,Faible,
5,2,5,Projet/Programme,Financier,Innovation,50,Moyen,
5,3,3,Industriel,Financier,PME,45,Moyen,
4,2,5,Industriel,Financier,Startup,40,Moyen,
2,4,2,Projet/Programme,Technique,ETI,16,Faible,
4,4,1,Industriel,Commercial,TPE,16,Faible,
3,5,2,Qualité,Cyber & SSI,TPE,30,Moyen,
4,1,2,Qualité,Financier,Innovation,8,Faible,
5,4,4,Qualité,Cyber & SSI,PME,80,Eleve,
3,4,4,Qualité,Technique,TPE,48,Moyen,
2,4,5,Qualité,Cyber & SSI,Innovation,40,Moyen,
5,4,4,Qualité,Cyber & SSI,Mobilité et Transport,80,Eleve,
2,5,3,Projet/Programme,Commercial,Mobilité et Transport,30,Moyen,
2,5,3,Qualité,Technique,Innovation,30,Moyen,
4,4,5,Projet/Programme,Financier,Innovation,80,Eleve,
5,1,4,Projet/Programme,Cyber & SSI,Mobilité et Transport,20,Faible,
4,5,5,Qualité,Technique,ETI,100,Eleve,
2,4,2,Qualité,Commercial,ETI,16,Faible,
4,2,5,Projet/Programme,Commercial,Technologie,40,Moyen,
1,2,4,Projet/Programme,Cyber & SSI,TPE,8,Faible,
4,5,5,Projet/Programme,Financier,Agriculture,100,Eleve,
4,4,5,Industriel,Technique,TPE,80,Eleve,
5,5,5,Industriel,Cyber & SSI,PME,125,Eleve,
4,5,3,Industriel,Technique,Innovation,60,Eleve,
2,3,4,Qualité,Financier,Mobilité et Transport,24,Faible,
3,4,4,Projet/Programme,Financier,TPE,48,Moyen,
5,4,4,Industriel,Technique,Agriculture,80,Eleve,
3,5,2,Qualité,Technique,Innovation,30,Moyen,
4,2,3,Qualité,Financier,Innovation,24,Faible,
2,5,1,Qualité,Cyber & SSI,Agriculture,10,Faible,
4,5,3,Industriel,Technique,Mobilité et Transport,60,Eleve,
2,4,3,Qualité,Commercial,Startup,24,Faible,
1,5,1,Industriel,Technique,ETI,5,Faible,
2,5,3,Qualité,Technique,Innovation,30,Moyen,
4,4,3,Industriel,Technique,Agriculture,48,Moyen,
5,4,3,Qualité,Financier,Technologie,60,Eleve,
3,5,2,Qualité,Financier,Startup,30,Moyen,
4,5,5,Qualité,Technique,Technologie,100,Eleve,
4,2,3,Projet/Programme,Financier,Startup,24,Faible,
5,4,4,Industriel,Cyber & SSI,PME,80,Eleve,
4,2,4,Projet/Programme,Financier,ETI,32,Moyen,
5,2,1,Industriel,Cyber & SSI,Technologie,10,Faible,
5,4,4,Qualité,Commercial,TPE,80,Eleve,
1,1,1,Qualité,Financier,Startup,1,Faible,
1,4,1,Industriel,Financier,Innovation,4,Faible,
2,4,1,Qualité,Commercial,Mobilité et Transport,8,Faible,
1,4,5,Qualité,Commercial,Technologie,20,Faible,
5,4,4,Qualité,Financier,PME,80,Eleve,
2,2,1,Qualité,Commercial,Innovation,4,Faible,
4,5,4,Qualité,Cyber & SSI,Technologie,80,Eleve,
5,5,1,Qualité,Technique,Agriculture,25,Faible,
4,5,1,Industriel,Cyber & SSI,Technologie,20,Faible,
2,4,2,Qualité,Commercial,Innovation,16,Faible,
5,2,3,Projet/Programme,Financier,TPE,30,Moyen,
2,3,2,Qualité,Cyber & SSI,Mobilité et Transport,12,Faible,
2,2,3,Qualité,Technique,Agriculture,12,Faible,
3,2,5,Qualité,Financier,Agriculture,30,Moyen,
2,5,4,Qualité,Technique,TPE,40,Moyen,
3,4,4,Projet/Programme,Technique,Mobilité et Transport,48,Moyen,
4,1,4,Qualité,Technique,PME,16,Faible,
2,4,1,Qualité,Technique,Agriculture,8,Faible,
1,2,1,Qualité,Cyber & SSI,Startup,2,Faible,
5,5,4,Qualité,Technique,Startup,100,Eleve,
1,5,1,Projet/Programme,Technique,Mobilité et Transport,5,Faible,
4,4,1,Industriel,Technique,ETI,16,Faible,
4,4,3,Qualité,Commercial,Technologie,48,Moyen,
3,1,1,Qualité,Financier,Technologie,3,Faible,
5,5,4,Qualité,Commercial,PME,100,Eleve,
4,4,3,Qualité,Technique,Startup,48,Moyen,
4,4,3,Projet/Programme,Cyber & SSI,Innovation,48,Moyen,
2,5,4,Qualité,Commercial,ETI,40,Moyen,
4,4,3,Projet/Programme,Commercial,TPE,48,Moyen,
3,2,1,Qualité,Financier,Innovation,6,Faible,
1,1,4,Industriel,Technique,TPE,4,Faible,
1,4,3,Industriel,Technique,TPE,12,Faible,
5,2,4,Projet/Programme,Cyber & SSI,Agriculture,40,Moyen,
3,4,5,Projet/Programme,Technique,Technologie,60,Eleve,
5,5,5,Industriel,Commercial,Mobilité et Transport,125,Eleve,
3,4,4,Projet/Programme,Technique,Technologie,48,Moyen,
4,2,4,Industriel,Financier,TPE,32,Moyen,
2,2,2,Industriel,Commercial,Startup,8,Faible,
3,5,4,Qualité,Technique,Agriculture,60,Eleve,
5,5,4,Industriel,Cyber & SSI,Agriculture,100,Eleve,
4,2,4,Projet/Programme,Commercial,Mobilité et Transport,32,Moyen,
4,4,5,Projet/Programme,Technique,Agriculture,80,Eleve,
1,3,4,Projet/Programme,Financier,Startup,12,Faible,
5,4,5,Projet/Programme,Technique,TPE,100,Eleve,
5,2,1,Projet/Programme,Technique,PME,10,Faible,
4,4,5,Industriel,Commercial,Startup,80,Eleve,
5,4,4,Qualité,Technique,Innovation,80,Eleve,
3,4,2,Qualité,Financier,Startup,24,Faible,
4,3,2,Qualité,Financier,Mobilité et Transport,24,Faible,
3,1,4,Projet/Programme,Technique,Startup,12,Faible,
1,4,1,Projet/Programme,Cyber & SSI,Agriculture,4,Faible,
4,4,1,Projet/Programme,Commercial,Technologie,16,Faible,
4,4,4,Qualité,Financier,PME,64,Eleve,
4,3,3,Qualité,Technique,Agriculture,36,Moyen,
1,1,5,Qualité,Technique,PME,5,Faible,
4,4,5,Qualité,Technique,ETI,80,Eleve,
3,4,2,Projet/Programme,Financier,Technologie,24,Faible,
5,1,4,Industriel,Financier,Technologie,20,Faible,
5,4,5,Qualité,Cyber & SSI,TPE,100,Eleve,
1,4,4,Projet/Programme,Technique,Agriculture,16,Faible,
5,3,5,Qualité,Cyber & SSI,Mobilité et Transport,75,Eleve,
4,2,5,Qualité,Financier,TPE,40,Moyen,
4,4,5,Projet/Programme,Commercial,TPE,80,Eleve,
1,5,4,Projet/Programme,Financier,TPE,20,Faible,
2,1,2,Projet/Programme,Commercial,TPE,4,Faible,
5,4,4,Industriel,Financier,Technologie,80,Eleve,
1,3,3,Industriel,Commercial,Mobilité et Transport,9,Faible,
1,2,2,Projet/Programme,Financier,Technologie,4,Faible,
4,5,4,Projet/Programme,Cyber & SSI,Technologie,80,Eleve,
4,2,2,Industriel,Cyber & SSI,Startup,16,Faible,
4,4,4,Industriel,Technique,Agriculture,64,Eleve,
3,5,4,Industriel,Commercial,Technologie,60,Eleve,
4,4,3,Qualité,Cyber & SSI,Agriculture,48,Moyen,
1,4,2,Qualité,Technique,Innovation,8,Faible,
4,5,4,Projet/Programme,Financier,Mobilité et Transport,80,Eleve,
4,5,2,Industriel,Cyber & SSI,Technologie,40,Moyen,
4,2,3,Industriel,Financier,ETI,24,Faible,
2,4,2,Industriel,Technique,ETI,16,Faible,
3,5,4,Qualité,Financier,Agriculture,60,Eleve,
4,3,5,Projet/Programme,Cyber & SSI,PME,60,Eleve,
2,5,4,Industriel,Technique,Agriculture,40,Moyen,
1,3,2,Projet/Programme,Financier,TPE,6,Faible,
2,5,4,Projet/Programme,Commercial,Agriculture,40,Moyen,
1,1,2,Projet/Programme,Commercial,Innovation,2,Faible,
4,4,5,Qualité,Cyber & SSI,Mobilité et Transport,80,Eleve,
3,3,3,Projet/Programme,Commercial,Startup,27,Moyen,
3,4,4,Qualité,Cyber & SSI,Mobilité et Transport,48,Moyen,
1,3,1,Qualité,Financier,Innovation,3,Faible,
4,3,1,Industriel,Cyber & SSI,TPE,12,Faible,
3,4,5,Projet/Programme,Financier,PME,60,Eleve,
4,4,2,Industriel,Cyber & SSI,TPE,32,Moyen,
4,1,4,Industriel,Cyber & SSI,Technologie,16,Faible,
4,2,3,Industriel,Financier,Mobilité et Transport,24,Faible,
2,5,2,Projet/Programme,Technique,Technologie,20,Faible,
2,5,2,Projet/Programme,Financier,PME,20,Faible,
2,4,5,Qualité,Financier,Agriculture,40,Moyen,
